S1,S2
404710.46268862806,233.72533306623393
404708.9027094993,233.50348988852267
404716.1810595237,233.86921337839635
404727.0079665611,233.51915414864501
404729.4550538623,233.7987086792868
404702.4762947901,233.77298219280482
404715.8359819703,234.40250036630317
404684.8945553924,234.40083962822462
404693.9333174945,234.40617335810498
404749.00336443464,234.3835539707108
404711.4151734597,234.39923468144585
404692.58923152066,234.48250872479338
404717.4296121161,234.39725762099815
404675.25602620264,234.4251110234803
404704.2288556006,234.41972154565164
404690.0055468179,234.67933434061504
404700.6994929224,235.2419128035084
404693.92865467747,235.25023318056404
404691.19482641725,235.22234782552565
404697.2972468825,235.3754667913739
404729.1926557169,235.98428045815876
404702.24422959826,235.6438514081746
404683.1627942416,211.69413916679167
404715.07357307256,211.76937844250773
404743.0241688625,212.1845281333223
404762.93376837816,215.07948875521024
404711.0815572619,214.83401576909426
404731.4421154193,214.82216818981303
404826.6739381689,215.29021866427146
404835.3916104232,215.6967150937208
404890.16962040134,215.31513215185026
404816.3190926129,215.58234955801424
404823.34738196706,215.66211580828167
404835.274761446,215.4726391312254
404867.26877304655,215.35195498378462
404994.09396576654,214.69542950165066
405004.5520720618,214.8129254555665
405030.14378147596,214.75411883117724
405041.1552233836,216.78603063092805
405047.56908029324,214.87089231933624
405299.92979307985,213.90089826750952
405258.34394935274,213.15536914441657
405195.4141615314,214.63897120274245
405186.5609037153,214.41930270648277
405184.7896648084,214.3197799055132
405237.61103898764,214.3778290564956
405190.024881269,214.4144874132816
405230.9501642544,214.46125396332252
405126.9823977772,214.25919563567768
405182.2619907544,214.2942447764824
405191.80326671887,214.3107782064886
405196.3092514476,214.32830480184737
405236.2459016285,214.37114963821776
405235.2196744723,214.32892102609182
405205.4268279844,214.2841044490597
405197.06354293757,214.25962185364108
405209.46769724344,214.30701612728228
405200.59603249136,214.27623654123775
405184.8396269797,214.29040366312825
405159.80712975835,214.30191129222658
405176.043034462,214.30240577015226
405149.11626970774,214.3272168828437
405187.6388788718,214.45107818157308
405201.5560405201,214.48346952269378
405165.4227773342,214.3139369520284
405183.1750227837,214.3323205837479
405147.20489706186,214.28950644730102
405191.1616599614,214.33236692080663
405173.1906910755,215.1900351306156
405072.88892990217,215.44993896748312
405120.3074532385,215.41569610705892
405026.75070402207,215.77610604075045
405059.06620301923,216.44383929767116
405062.5332931976,215.88176344300086
405032.32445949415,215.88273970115688
405046.0118945285,216.2721867871433
405072.9781877447,216.24244995123087
405100.8661950969,216.0020613504058
405087.71621941583,215.96261367300255
405167.34348842234,215.18728516151504
405138.5907031684,215.18404792530586
405113.69827835565,215.19237435322916
405107.3010732136,215.20120871106374
405144.81550016894,215.2120220041384
405183.6494742537,215.27717585179656
405176.1727739177,215.2668898901893
405105.852138803,215.5207894568943
405081.3934594355,214.95121997123135
405105.0194053146,214.93995146673092
405157.27142613666,214.21918774009873
405153.0513035562,214.20519052942043
405127.73988712044,214.39948278792994
405110.39663059096,214.38880497151303
405112.87635759346,214.45175887575604
405282.3572350184,214.48191504243093
405195.23107048654,214.70058514228324
405218.36566233455,214.74321876527958
405183.1788981441,214.71464369928884
405179.1284243322,214.71793260204387
405214.3243640219,214.7166500698742
405208.8741594894,214.7122351908342
405224.19074995234,214.82840878691002
405258.46681742655,214.82698719673854
405242.3986296735,214.80394770589365
405249.4155142912,214.97911211979817
405265.67691179406,215.00288030396098
405259.38197845593,214.957539731226
405226.315847206,214.9677306887872
405169.8085080913,214.89672566016534
405196.37623814197,214.90513415136803
405127.10755470715,214.45541792678725
405149.2155951747,214.3577384625612
405099.3656261598,214.29679264518674
405106.3678619549,214.5256131687528
405133.0581290514,214.4815810461994
405098.710095911,214.41961838537097
405086.0159239664,215.20392429977872
405028.85707941226,215.44034360133782
405051.7100387618,214.352956772218
405059.0790152057,214.26386497485805
405063.13857459533,214.31229237512144
405090.6495206156,215.85961817866087
405119.43405439804,215.03616233011783
405129.42347002006,214.99679243412888
405101.50627404556,215.017789635471
405108.7388549878,214.88629182708965
405111.693074491,214.71450848041377
405078.71081068617,215.21943828144893
405122.0942648724,215.3353665781856
405102.5157308917,217.76079800193503
405105.6943883539,217.66566585178504
405087.6025714625,217.65391774518972
405114.4346367147,240.4181587649522
405073.70292448386,240.37880408300353
405034.2849438463,240.56252789574063
405035.15011232294,240.35387129375593
405084.2691488888,240.55787920678313
405077.1711297615,240.52665323934673
405103.68062704045,240.53153017852236
405191.430456339,240.14357500941102
405225.24688537524,240.16736360749127
405258.92374553997,240.13905164239574
405228.7654854944,239.69764762833555
405222.50773975474,240.0973196377808
405181.49482320616,239.56513110976474
405159.84646815207,239.6159371561909
405131.04277713713,239.6283256687051
405165.9800073549,239.5921606090937
405135.5408475617,216.87428171081885
405125.36530736333,217.30503519167976
405131.1081261348,216.98610542748526
405080.54587650637,239.69727949526148
405003.0607160639,238.75189604961759
405035.19625803415,239.1385602650433
405017.2327969565,239.13411975433016
405028.44917852123,239.3155931055552
405018.7426444489,239.09109693282056
405104.5924208539,240.265487154215
405100.38737957383,239.6706783557019
405097.2263344186,239.68400097151545
405114.6860016797,239.29975166079254
405091.2329698512,261.2818279527942
405091.98965256097,261.3249174108808
405117.69518815295,261.4695482177334
405129.74893014523,261.2070329004813
405148.5997276067,261.2048871875752
405115.93846277695,261.2467638427797
405122.2325888812,261.2480674026846
405062.6594409763,260.6902663282879
405039.4458671154,261.6813393174902
405062.94382842263,261.7251615872441
405047.87189613486,261.5807527998701
405076.6289348521,261.5723034001523
405144.75095057214,260.925019465116
405111.63957193226,260.4743721287309
405034.7583892798,261.70569205456786
405037.9803273009,260.43605491736946
405027.8093068524,260.03808085557074
405099.7135852311,260.0918051254655
405068.59597936453,259.9945284841624
405151.68093544844,260.33411303807856
405161.2330931173,260.29352097705527
405178.97199597565,259.4525522050685
405204.2723535983,259.2110340671834
405124.5018623244,260.04435558795245
405160.6953196671,260.0735019593665
405175.3926594428,260.0337074913442
405163.13036095456,260.36856113022947
405190.05791265995,260.3416360869981
405252.1446702183,255.3617289945342
405218.2033230713,253.3651367180962
405225.4571922553,252.84619390332642
405229.41143049195,252.2416670308376
405221.1100690236,249.20912826913926
405215.73935503507,250.3011191122466
405212.76328866306,250.8846107679259
405216.84743062325,251.04095795180407
405200.6428213908,245.77995376854022
405140.18857832387,251.41961999810474
405141.1774904698,251.095866384231
405046.891666725,245.64448453588275
405027.89719628094,245.99554758245532
405000.69070267875,245.7885076046484
405008.57235523494,247.05983377454166
405068.7793117294,247.13902771339684
405021.46031631035,247.0890675565247
405035.71713902056,247.0888997157594
405023.8047445879,247.0394122517319
405019.9434307309,246.90241708338877
405002.9275151749,246.84891119936867
404998.98104807426,246.93413581528338
404996.52516073076,247.00949583040057
404956.6645274812,247.0000390302849
405001.2983607258,246.99241772067563
404981.79590816156,246.98154177916277
405081.1508434159,245.91904097874587
405072.76699742785,245.90414621302475
405070.1711535976,245.84800828661378
405036.5101714155,245.77643550381444
404981.92794995324,246.0219486408202
405008.36150689865,245.9382897987286
405055.1869823584,245.84629840862772
405051.20662726584,245.85971167189305
405055.8543332842,245.84244552271576
405182.3201325411,245.5981792642811
405170.4956789963,245.96998988171418
405191.49851505423,246.1969981584505
405179.4499535457,245.86567402405183
405165.837856416,245.83374635139458
405112.55298746197,245.69940745037465
405129.1481324776,245.7090146879676
405092.4345476772,245.79205909612247
405098.5682809327,245.78131553060658
405096.80986657116,245.71383425717832
405112.271939227,245.71666009485082
405065.2621048897,245.76307562730568
405155.38283227716,245.7933669857336
405131.60365316144,245.6428286267134
405138.572857308,245.76293380409683
405074.1919664649,245.9322898048476
405122.03105599293,245.7490593413852
405078.21620058035,245.71613323761264
405127.2532021728,246.23796892137904
405141.8925400887,246.34560546018474
405163.13162380253,246.32981158218925
405189.81446378125,246.7545635937383
405217.73818786367,246.47692802428995
405194.3886229022,246.35527895974346
405271.5452477738,253.67736387175174
405250.08341726585,258.9424290687313
405265.16574232734,261.6931225728971
405225.85742242687,261.6042061836326
405216.521875374,261.24006247567115
405163.9594064675,261.6620385296485
405136.5552862674,261.2554277959962
405126.9785552013,261.2785801841143
405157.1979328728,261.2588272057865
405139.790936252,261.21654757778623
405132.62976137915,261.2139127526479
405150.75713849487,262.05670846927467
405215.2581526663,261.9580167625414
405203.2716968795,262.16129916255727
405138.8986419978,262.02524352918044
405164.275624712,262.0262547620284
405131.6516847829,261.9130166117711
405150.15181141696,262.03597194682874
405143.28744833305,251.5236467675528
405140.2882191368,251.45239676903168
405142.39553000225,251.49910256148354
405203.0263255225,251.37379857180005
405201.88667921774,251.4378770418069
405215.5594661548,251.4847266411856
405259.55715316505,251.63477585244243
405238.738250607,251.57373706345567
405257.0929896231,251.61905831262797
405250.98622525076,251.63287604503427
405275.6466305966,251.65193779000035
405233.8866776393,251.6073685257793
405268.3864577104,251.61154688511454
405217.55340279255,252.07643585245933
405227.09042444674,251.48842311817975
405261.038171455,251.64472572951826
405238.29295646015,251.60944854285756
405210.0816404386,251.84392144230154
405157.2394997731,251.68189072521054
405167.5215056586,251.68544235145322
405160.8317014492,251.70040896553775
405167.5633904888,251.64282441158505
405147.08849502634,251.65903259524657
405106.22366959753,250.84481524371205
405135.35480680317,250.89065548371178
405141.01319214655,250.85031979415734
405153.00459288864,250.8947966192098
405091.4246283663,252.10305264689774
405082.1945533043,250.94123472366476
405080.5847696129,250.8905372981926
405066.52514141245,250.87412310019283
405079.4711972946,250.8506162664704
405124.3692155119,250.89527340882833
405077.934186109,250.8447136071491
405066.46356605773,252.1177771073724
405135.3733633402,250.9600937000814
405135.23275975516,250.81978091685244
405204.6705447684,251.04596008121442
405215.85614647885,250.9070241934852
405233.45811150316,250.72619683913615
405205.8930841661,250.99628690310075
405315.85256555653,251.04958272011123
405322.87976077636,250.90709134972707
405296.8763853419,250.95994845302252
405311.7676264908,250.96215405564823
405305.8967999443,251.11696876100675
405322.1045438864,251.09031161421365
405335.0711642129,250.9864814479429
405291.32934283634,251.11345255518142
405271.2534880895,251.03484787813431
405277.79509742284,250.47716881477925
405268.0374350369,250.4889765248821
405315.02294714865,250.48512164965726
405289.34552260034,251.10147212662255
405282.7118898127,250.51888005577112
405194.87046087143,250.71319870264682
405216.1637507062,250.85099010035586
405238.7986368886,250.8529445055709
405197.9801385201,250.64550134693613
405209.3091538269,250.65686754655883
405220.4233006957,250.65709413999005
405212.82715657196,250.66319034696681
405224.4014833385,250.7752100357705
405334.02309322625,250.88900218731283
405301.795175087,250.57454419105423
405282.9356299189,250.5796533241421
405283.50758983335,250.63124079210337
405292.7469314967,250.52824071729347
405278.7300682312,250.37038467321003
405287.6411912951,250.48891275751177
405283.87317777274,250.48132099644602
405234.97185291734,250.65476451330295
405261.99750231486,250.76438915578842
405329.8360395435,251.07201638039916
405281.8307514324,250.72469658639454
405270.77124326903,250.7456273206579
405278.4187368237,250.71962755855236
405281.1248839263,250.7081836237637
405240.74800733966,250.72944679248965
405228.7530672214,251.00456045550314
405252.18234815093,250.8707844708718
405244.3391555244,250.8274929091667
405250.02797712834,250.79556946030763
405246.79511584115,250.8068418301542
405261.96593512746,250.73133845349054
405257.4325904228,250.8594570177842
405257.86724592774,250.84677180168867
405341.1996444152,250.5860677221226
405331.2260360776,251.57775668163939
405349.3193721773,251.53400825352375
405358.98932290287,251.36455214803715
405342.93681437103,251.80297394978047
405312.39129961724,251.55459137485718
405421.02378928446,252.20401680599375
405329.156874341,251.874924249233
405372.7392190067,251.33518403200517
405321.53313541727,251.59287480685578
405309.358285592,251.5090440994403
405296.77056855493,251.15224772124083
405267.33668697724,251.09754730933656
405282.35313473805,250.94917164130786
405285.68620810215,251.0557286872219
405163.4875662854,251.2266205688387
405197.48830513057,251.42577152329937
405212.92821801914,251.2234978995136
405181.9766806769,251.58266388371865
405204.700891236,251.38485416677594
405209.0487926421,251.59837439224094
405216.72607263207,251.655999113915
405193.5430954303,251.62119748665225
405208.0514106584,251.42775106814005
405196.48521356727,251.62646129801794
405195.7156674652,251.61996919475789
405213.2968066805,251.62099964721108
405212.62555844913,251.41768646253567
405192.01489773026,251.59530116728908
405185.6226840189,251.51355240389572
405171.46336836036,251.4822388536896
405219.2764478494,251.64741141132762
405208.22562540683,251.49462735013506
405179.96460896224,251.43966589417
405192.4615372763,251.4474457813093
405194.1929145971,251.2639221280021
405171.34385480377,251.50831501990743
405177.41589094704,251.58444551786707
405171.1165698755,251.56754024082474
405110.3998783309,252.78295236753232
405155.35007908323,252.39289729009747
405142.6846831549,252.0093289994268
405138.09952008905,252.09625721165702
405129.79940513516,252.80886090406614
405120.0502951464,252.80187932527116
405121.2070074162,252.79308921642806
405106.5770939574,250.31676803002654
405119.52047705645,251.16144230878535
405139.38871868316,251.12345603721533
405132.50937909336,250.97911143333852
405123.08154235105,250.53386327209716
405114.25054013566,250.52229039174904
405119.65967113303,250.16473660156163
405113.9527966028,249.95439242959498
405108.7836914134,249.38555246387213
405074.8351088329,231.1848779082952
405036.64889678557,232.31885291880315
405054.87467832334,232.53370507248223
405051.5814884866,232.55541732500808
405096.06502240355,232.56753004442857
405065.8029818555,232.5745277589719
405046.8635277915,232.50882145100167
405062.9514489107,232.56279394806396
405032.3382560161,232.48129405683514
405034.61755959614,232.5398908543745
405057.39925958833,232.61492033506923
405068.5854299401,232.57300198128885
405120.8829257915,231.2026035412312
405110.76787028625,231.19786278737573
405126.63250360324,231.44904012047334
405113.48913978116,232.63499847084634
405065.59483613627,232.609491909766
405124.7413377467,232.33886137220568
405184.5036923904,231.03721799895123
405132.89104620647,231.19763803480507
405175.62993602466,230.9867573732058
405162.65509482124,230.9970283074959
405144.13355330634,230.91941799890256
405106.2452787759,230.82541454843434
405075.97792661976,234.942071731413
405080.1681790867,233.8335689622096
405130.1900734334,233.61051434699357
405126.4505046751,233.55769876947144
405118.56112360605,233.6359946516859
405076.9251396773,233.8127971274085
405125.47042246495,233.8395419185018
405124.34683319717,233.85460936984975
405081.2882973038,235.04961984260203
405056.15099520877,234.77428592113876
405065.872323847,234.7785755072668
405046.2530439585,234.73212760962417
405128.6865904455,234.70616694663798
405146.75381879706,235.43967944429468
405107.8934365102,236.34627004690878
405086.85694068385,236.2990695902203
405122.27667478943,236.07606382350872
405126.02248643385,236.05041778022604
405109.28158166324,236.31723573187867
405108.25238923164,236.3770277590642
405097.4426449212,236.7905037405078
405086.1666100632,236.53431145068302
405075.7177930731,237.0575309972016
405181.3040808357,235.33639426015708
405157.8624942046,235.3153571727086
405171.03381255484,235.242206824384
405182.0325712323,235.30079013203928
405162.69097870257,235.23700042452683
405191.1981337941,235.27484505443576
405195.6177890369,235.15559108438634
405234.1707308152,235.15755782401794
405184.8683025667,236.26704242603859
405207.1869279198,236.29660323326218
405209.87214957207,236.2440963231545
405218.6642659663,236.32708302469072
405250.23957927997,236.5216840839473
405253.7911969411,236.4977130467971
405267.0797353577,236.47247549943498
405250.35704927717,236.41135766627417
405250.30142231664,236.452371573277
405237.17443039315,236.411249327821
405236.6320680978,236.4930606415272
405160.21320309595,236.8524048003595
405168.4123254902,236.46866631311838
405150.70012330543,236.47713833835243
405130.51954522927,236.68641991691862
405159.1913582686,236.45717796317354
405181.5355167375,236.30907956605623
405182.4360430582,236.52282893743933
405171.67712617497,236.55803908334815
405183.9325671291,235.98295166907843
405189.40325215826,235.97705623074825
405259.6276915871,236.0568655179614
405142.4490765585,236.18441647573837
405163.3752776871,235.94394348112692
405178.7564241712,235.90819509559873
405155.8310506614,236.21403813546553
405173.2487124999,236.2103626067045
405181.85852853756,236.2185110823287
405221.54476079514,236.4724323903413
405241.6123355097,236.67986725145153
405235.5435721682,236.60597849422317
405224.5885060215,236.67726902373448
405196.37874306575,236.42248143975246
405184.20232021547,236.41681100839617
405250.66857396555,236.7105938801805
405206.7259260665,236.67699446185452
405164.392418656,236.44110323235472
405201.9121534457,236.44195110314908
405203.1389792989,236.42754086202552
405208.9971832285,236.4478986485071
405173.178426736,236.41288500889286
405202.85586833244,236.4519401884332
405211.28663366387,238.04477852266157
405184.85153002816,238.0747873480571
405195.5234970993,238.28837728554757
405232.0324768433,236.74766152456345
405196.6278932879,236.52116393459835
405218.7077284865,236.5189467569233
405168.5985558679,236.5358354383689
405160.7854390246,236.5905911132661
405154.48104618024,236.5381984604532
405176.51470481866,236.22813596394573
405189.51053063356,236.09465187397126
405130.00635714043,236.3989385539218
405177.5365442448,236.15844516370663
405247.01602056355,236.29502490979863
405236.0913007906,236.34510896142774
405204.4812028788,236.82626132886196
405213.76369043457,236.94847457639975
405220.94088203966,236.9383603081789
405211.6896826458,236.93809758598786
405212.8760759739,236.8686859274307
405222.6329377551,236.88407828505055
405232.3209027875,236.90022405451302
405261.5908765372,236.91443849790167
405267.76645371696,236.95736060381162
405257.3752462623,236.97277675581745
405309.2188994846,237.1068284927596
405208.351368705,236.9084664635993
405211.76098256046,236.87047427979698
405245.7258098063,236.9115704551231
405263.04560158966,236.89227427673296
405244.4849107002,236.8708777042141
405285.369206297,236.89981939529008
405243.66982193926,236.90247442481007
405263.99399361596,236.89903244204214
405285.9633939353,236.93547166653403
405299.28286978794,237.1982451241257
405230.64900642115,237.2107868228671
405237.0718134969,237.16334916723815
405229.3832747192,237.1883159472849
405248.0510710582,237.6024999994116
405218.64246556564,237.59496357734915
405230.5142183643,237.58335001887588
405207.3388227208,237.58059280160987
405210.3449581609,237.60734057776335
405204.01493847236,236.51545903861287
405161.0154352411,236.55673398723428
405221.34299472655,236.583844054223
405237.7746471682,236.7488548631225
405202.70225904416,236.70871787029674
405199.6127940622,236.52445478177444
405208.64284248534,236.72371799776045
405218.43498623226,236.67226748421675
405208.8564679978,236.7556338450188
405180.3169744971,236.80603914882929
405155.5836128807,237.11207937342263
405149.077308861,237.13016144326045
405156.46036634105,237.11600181686137
405168.15392108704,243.8615341743068
405179.5895901993,243.9009976436991
405194.9950274974,243.85116627066358
405188.6472008121,243.88277833073718
405191.59682951786,243.95548310175687
405186.0490666686,243.96227614962388
405204.3942128392,243.96876477617792
405217.6381333565,243.98597462121285
405209.82924583013,243.99513810107462
